Date,Headline,URL
"AUG 29, 2023","Noteworthy Tuesday Option Activity: U, AA, OLLI",https://www.nasdaq.com/articles/noteworthy-tuesday-option-activity%3A-u-aa-olli
"AUG 25, 2023",Global aluminium producer seeks Q4 premium of $120/T from Japan buyers-sources,https://www.nasdaq.com/articles/global-aluminium-producer-seeks-q4-premium-of-%24120-t-from-japan-buyers-sources
"AUG 24, 2023",Alcoa (AA) Stock Moves -0.21%: What You Should Know,https://www.nasdaq.com/articles/alcoa-aa-stock-moves-0.21%3A-what-you-should-know
"AUG 24, 2023",Interesting AA Put And Call Options For October 6th,https://www.nasdaq.com/articles/interesting-aa-put-and-call-options-for-october-6th
"AUG 22, 2023",Shares of AA Now Oversold,https://www.nasdaq.com/articles/shares-of-aa-now-oversold-0
"AUG 16, 2023","Noteworthy Wednesday Option Activity: U, AA, IRBT",https://www.nasdaq.com/articles/noteworthy-wednesday-option-activity%3A-u-aa-irbt
"AUG 3, 2023",COLUMN-Rio Tinto counts the cost of producing green aluminium: Andy Home,https://www.nasdaq.com/articles/column-rio-tinto-counts-the-cost-of-producing-green-aluminium%3A-andy-home-0
"AUG 3, 2023",Alcoa (AA) Price Target Decreased by 14.12% to 39.86,https://www.nasdaq.com/articles/alcoa-aa-price-target-decreased-by-14.12-to-39.86
"AUG 3, 2023","Ex-Dividend Reminder: National Instruments Corp., Kennametal and Alcoa Corporation",https://www.nasdaq.com/articles/ex-dividend-reminder%3A-national-instruments-corp.-kennametal-and-alcoa-corporation
"AUG 3, 2023",Guru Fundamental Report for AA,https://www.nasdaq.com/articles/guru-fundamental-report-for-aa-5
"AUG 3, 2023",COLUMN-Rio Tinto counts the cost of producing green aluminium: Andy Home,https://www.nasdaq.com/articles/column-rio-tinto-counts-the-cost-of-producing-green-aluminium%3A-andy-home
"JUL 31, 2023","Noteworthy Monday Option Activity: MRVL, SQ, AA",https://www.nasdaq.com/articles/noteworthy-monday-option-activity%3A-mrvl-sq-aa
"JUL 26, 2023",Morgan Stanley Maintains Alcoa (AA) Underweight Recommendation,https://www.nasdaq.com/articles/morgan-stanley-maintains-alcoa-aa-underweight-recommendation
"JUL 25, 2023","Tuesday Sector Leaders: Computer Peripherals, Non-Precious Metals & Non-Metallic Mining Stocks",https://www.nasdaq.com/articles/tuesday-sector-leaders%3A-computer-peripherals-non-precious-metals-non-metallic-mining
"JUL 22, 2023",B. Riley Securities Maintains Alcoa (AA) Neutral Recommendation,https://www.nasdaq.com/articles/b.-riley-securities-maintains-alcoa-aa-neutral-recommendation-0
"JUL 22, 2023",Citigroup Maintains Alcoa (AA) Buy Recommendation,https://www.nasdaq.com/articles/citigroup-maintains-alcoa-aa-buy-recommendation
"JUL 20, 2023",Credit Suisse Maintains Alcoa (AA) Outperform Recommendation,https://www.nasdaq.com/articles/credit-suisse-maintains-alcoa-aa-outperform-recommendation
"JUL 20, 2023",BMO Capital Maintains Alcoa (AA) Market Perform Recommendation,https://www.nasdaq.com/articles/bmo-capital-maintains-alcoa-aa-market-perform-recommendation-0
"JUL 20, 2023","Noteworthy Thursday Option Activity: MAXN, AA, AYX",https://www.nasdaq.com/articles/noteworthy-thursday-option-activity%3A-maxn-aa-ayx
"JUL 19, 2023","Alcoa (AA) Reports Q2 Loss, Tops Revenue Estimates",https://www.nasdaq.com/articles/alcoa-aa-reports-q2-loss-tops-revenue-estimates
"JUL 19, 2023",Alcoa Corp. Q2 Earnings Summary,https://www.nasdaq.com/articles/alcoa-corp.-q2-earnings-summary
"JUL 19, 2023",Alcoa Q2 23 Earnings Conference Call At 5:00 PM ET,https://www.nasdaq.com/articles/alcoa-q2-23-earnings-conference-call-at-5%3A00-pm-et
"JUL 17, 2023",Analysts Anticipate XME To Hit $61,https://www.nasdaq.com/articles/analysts-anticipate-xme-to-hit-%2461
"JUL 14, 2023",Stocks Mixed After Positive Q2 Bank Earnings,https://www.nasdaq.com/articles/stocks-mixed-after-positive-q2-bank-earnings
"JUL 14, 2023",Stocks Post Moderate Gains on Positive Q2 Bank Earnings,https://www.nasdaq.com/articles/stocks-post-moderate-gains-on-positive-q2-bank-earnings
"JUL 14, 2023",Markets Today: Stocks Push Higher as Positive Q2 Bank Earnings Roll In,https://www.nasdaq.com/articles/markets-today%3A-stocks-push-higher-as-positive-q2-bank-earnings-roll-in
"JUL 14, 2023",1 Dividend Stock Down 64% You'll Regret Not Buying on the Dip,https://www.nasdaq.com/articles/1-dividend-stock-down-64-youll-regret-not-buying-on-the-dip
"JUL 13, 2023",September 1st Options Now Available For Alcoa (AA),https://www.nasdaq.com/articles/september-1st-options-now-available-for-alcoa-aa
"JUL 12, 2023",What To Expect From Alcoa's Q2 Results?,https://www.nasdaq.com/articles/what-to-expect-from-alcoas-q2-results
"JUL 12, 2023",Morgan Stanley Reiterates Alcoa (AA) Underweight Recommendation,https://www.nasdaq.com/articles/morgan-stanley-reiterates-alcoa-aa-underweight-recommendation-0
"JUL 12, 2023",Morgan Stanley Reiterates Alcoa (AA) Underweight Recommendation,https://www.nasdaq.com/articles/morgan-stanley-reiterates-alcoa-aa-underweight-recommendation
"JUL 12, 2023",Alcoa (AA) to Report Q2 Earnings: What's in the Offing?,https://www.nasdaq.com/articles/alcoa-aa-to-report-q2-earnings%3A-whats-in-the-offing
"JUL 12, 2023",Analysts Estimate Alcoa (AA) to Report a Decline in Earnings: What to Look Out for,https://www.nasdaq.com/articles/analysts-estimate-alcoa-aa-to-report-a-decline-in-earnings%3A-what-to-look-out-for-1
"JUL 7, 2023","Noteworthy Friday Option Activity: HUM, AA, MS",https://www.nasdaq.com/articles/noteworthy-friday-option-activity%3A-hum-aa-ms
"JUL 6, 2023",Alcoa (AA) Price Target Decreased by 7.57% to 46.42,https://www.nasdaq.com/articles/alcoa-aa-price-target-decreased-by-7.57-to-46.42
"JUL 6, 2023",COLUMN-Europe adds aluminium to its critical raw materials list: Andy Home,https://www.nasdaq.com/articles/column-europe-adds-aluminium-to-its-critical-raw-materials-list%3A-andy-home-0
"JUL 6, 2023",COLUMN-Europe adds aluminium to its critical raw materials list: Andy Home,https://www.nasdaq.com/articles/column-europe-adds-aluminium-to-its-critical-raw-materials-list%3A-andy-home
"JUL 4, 2023",AA Quantitative Stock Analysis,https://www.nasdaq.com/articles/aa-quantitative-stock-analysis
"JUN 30, 2023",Alcoa (AA) Gains But Lags Market: What You Should Know,https://www.nasdaq.com/articles/alcoa-aa-gains-but-lags-market%3A-what-you-should-know-6
"JUN 23, 2023",Alcoa (AA) Dips More Than Broader Markets: What You Should Know,https://www.nasdaq.com/articles/alcoa-aa-dips-more-than-broader-markets%3A-what-you-should-know-9
"JUN 22, 2023",Interesting AA Put And Call Options For August 4th,https://www.nasdaq.com/articles/interesting-aa-put-and-call-options-for-august-4th
"JUN 22, 2023",Interesting AA Put And Call Options For August 4th,https://www.nasdaq.com/articles/interesting-aa-put-and-call-options-for-august-4th-0
"JUN 15, 2023",Validea's Top 5 Materials Stocks Based On Warren Buffett - 6/15/2023,https://www.nasdaq.com/articles/valideas-top-5-materials-stocks-based-on-warren-buffett-6-15-2023
"JUN 15, 2023",We Did The Math MDY Can Go To $534,https://www.nasdaq.com/articles/we-did-the-math-mdy-can-go-to-%24534
"JUN 14, 2023",Alcoa (AA) Stock Sinks As Market Gains: What You Should Know,https://www.nasdaq.com/articles/alcoa-aa-stock-sinks-as-market-gains%3A-what-you-should-know-6
"JUN 13, 2023","Noteworthy Tuesday Option Activity: GNRC, AA, LUV",https://www.nasdaq.com/articles/noteworthy-tuesday-option-activity%3A-gnrc-aa-luv
"JUN 13, 2023",Global aluminium producer cuts Q3 premium offer to $170/T from initial $180/T -sources,https://www.nasdaq.com/articles/global-aluminium-producer-cuts-q3-premium-offer-to-%24170-t-from-initial-%24180-t-sources
"JUN 8, 2023",Interesting AA Put And Call Options For July 28th,https://www.nasdaq.com/articles/interesting-aa-put-and-call-options-for-july-28th
"JUN 2, 2023","Noteworthy Friday Option Activity: IRBT, DDD, AA",https://www.nasdaq.com/articles/noteworthy-friday-option-activity%3A-irbt-ddd-aa
"JUN 2, 2023",Validea Detailed Fundamental Analysis - AA,https://www.nasdaq.com/articles/validea-detailed-fundamental-analysis-aa
"MAY 31, 2023","Pre-Market Most Active for May 31, 2023 : AI, SQQQ, TQQQ, PLTR, SOFI, TSLA, NVDA, AAL, NIO, TAL, BBAI, AAP",https://www.nasdaq.com/articles/pre-market-most-active-for-may-31-2023-%3A-ai-sqqq-tqqq-pltr-sofi-tsla-nvda-aal-nio-tal-bbai
"MAY 30, 2023",AA Stock Crowded With Sellers,https://www.nasdaq.com/articles/aa-stock-crowded-with-sellers
"MAY 26, 2023",Global aluminium producer seeks Q3 premium of $165/T from Japan buyers -sources,https://www.nasdaq.com/articles/global-aluminium-producer-seeks-q3-premium-of-%24165-t-from-japan-buyers-sources
"MAY 25, 2023",Alcoa (AA) Stock Sinks As Market Gains: What You Should Know,https://www.nasdaq.com/articles/alcoa-aa-stock-sinks-as-market-gains%3A-what-you-should-know-5
"MAY 18, 2023",Alcoa : United Steelworkers Members Ratify Labor Agreement,https://www.nasdaq.com/articles/alcoa-%3A-united-steelworkers-members-ratify-labor-agreement
"MAY 18, 2023",Guru Fundamental Report for AA,https://www.nasdaq.com/articles/guru-fundamental-report-for-aa-3
"MAY 17, 2023","Notable Wednesday Option Activity: MA, KSS, AA",https://www.nasdaq.com/articles/notable-wednesday-option-activity%3A-ma-kss-aa
"MAY 15, 2023",Alcoa signs 8-year alumina supply deal with Emirates Global Aluminium,https://www.nasdaq.com/articles/alcoa-signs-8-year-alumina-supply-deal-with-emirates-global-aluminium
"MAY 15, 2023","PICK, STLD, CLF, AA: Large Outflows Detected at ETF",https://www.nasdaq.com/articles/pick-stld-clf-aa%3A-large-outflows-detected-at-etf
"MAY 15, 2023",How The Pieces Add Up: QUS Targets $131,https://www.nasdaq.com/articles/how-the-pieces-add-up%3A-qus-targets-%24131
"MAY 11, 2023",Credit Suisse Upgrades Alcoa (AA),https://www.nasdaq.com/articles/credit-suisse-upgrades-alcoa-aa
"MAY 11, 2023",Alcoa Reaches Tentative Agreement With United Steelworkers For Employees At Two U.S. Locations,https://www.nasdaq.com/articles/alcoa-reaches-tentative-agreement-with-united-steelworkers-for-employees-at-two-u.s.
"MAY 8, 2023","'Time to Buy,' Says J.P. Morgan About These Top Aluminum Stocks",https://www.nasdaq.com/articles/time-to-buy-says-j.p.-morgan-about-these-top-aluminum-stocks
"MAY 8, 2023",JP Morgan Initiates Coverage of Alcoa (AA) with Overweight Recommendation,https://www.nasdaq.com/articles/jp-morgan-initiates-coverage-of-alcoa-aa-with-overweight-recommendation
"MAY 6, 2023",Alcoa (AA) Declares $0.10 Dividend,https://www.nasdaq.com/articles/alcoa-aa-declares-%240.10-dividend
"MAY 5, 2023",Why Arconic Stock Zoomed This Week,https://www.nasdaq.com/articles/why-arconic-stock-zoomed-this-week
"MAY 4, 2023",AA June 23rd Options Begin Trading,https://www.nasdaq.com/articles/aa-june-23rd-options-begin-trading
"MAY 4, 2023",Guru Fundamental Report for AA,https://www.nasdaq.com/articles/guru-fundamental-report-for-aa-2
"APR 27, 2023",June 9th Options Now Available For Alcoa (AA),https://www.nasdaq.com/articles/june-9th-options-now-available-for-alcoa-aa
"APR 27, 2023","'Load Up,' Says Goldman Sachs About These 3 Metal Stocks",https://www.nasdaq.com/articles/load-up-says-goldman-sachs-about-these-3-metal-stocks
"APR 27, 2023",Japan buyers agree to pay Q2 aluminium premiums of $125-$130/T -sources,https://www.nasdaq.com/articles/japan-buyers-agree-to-pay-q2-aluminium-premiums-of-%24125-%24130-t-sources
"APR 25, 2023",AA Crosses Critical Technical Indicator,https://www.nasdaq.com/articles/aa-crosses-critical-technical-indicator
"APR 25, 2023",Morgan Stanley Maintains Alcoa (AA) Equal-Weight Recommendation,https://www.nasdaq.com/articles/morgan-stanley-maintains-alcoa-aa-equal-weight-recommendation
"APR 24, 2023","Notable Monday Option Activity: RETA, AA, FOXA",https://www.nasdaq.com/articles/notable-monday-option-activity%3A-reta-aa-foxa
"APR 24, 2023",New Strong Sell Stocks for April 24th,https://www.nasdaq.com/articles/new-strong-sell-stocks-for-april-24th
"APR 21, 2023","Friday Sector Laggards: Metals & Mining, Non-Precious Metals & Non-Metallic Mining Stocks",https://www.nasdaq.com/articles/friday-sector-laggards%3A-metals-mining-non-precious-metals-non-metallic-mining-stocks-0
"APR 21, 2023",B. Riley Securities Maintains Alcoa (AA) Neutral Recommendation,https://www.nasdaq.com/articles/b.-riley-securities-maintains-alcoa-aa-neutral-recommendation
"APR 21, 2023",COLUMN-Aluminium's fortunes tied to Yunnan weather forecast: Andy Home,https://www.nasdaq.com/articles/column-aluminiums-fortunes-tied-to-yunnan-weather-forecast%3A-andy-home
"APR 20, 2023",BMO Capital Maintains Alcoa (AA) Market Perform Recommendation,https://www.nasdaq.com/articles/bmo-capital-maintains-alcoa-aa-market-perform-recommendation
"APR 20, 2023",Guru Fundamental Report for AA,https://www.nasdaq.com/articles/guru-fundamental-report-for-aa-1
"APR 19, 2023","Alcoa (AA) Reports Q1 Loss, Tops Revenue Estimates",https://www.nasdaq.com/articles/alcoa-aa-reports-q1-loss-tops-revenue-estimates
"APR 19, 2023",Alcoa Corp. Q1 Earnings Summary,https://www.nasdaq.com/articles/alcoa-corp.-q1-earnings-summary
"APR 19, 2023",Alcoa Q1 23 Earnings Conference Call At 5:00 PM ET,https://www.nasdaq.com/articles/alcoa-q1-23-earnings-conference-call-at-5%3A00-pm-et
"APR 18, 2023",GRAPHIC-Hefty shortages to help buoy aluminium prices this year,https://www.nasdaq.com/articles/graphic-hefty-shortages-to-help-buoy-aluminium-prices-this-year
"APR 17, 2023",What To Anticipate From Alcoa's Q1 Results?,https://www.nasdaq.com/articles/what-to-anticipate-from-alcoas-q1-results
"APR 14, 2023",Alcoa (AA) Dips More Than Broader Markets: What You Should Know,https://www.nasdaq.com/articles/alcoa-aa-dips-more-than-broader-markets%3A-what-you-should-know-8
"APR 14, 2023","Noteworthy Friday Option Activity: APLS, AA, CELH",https://www.nasdaq.com/articles/noteworthy-friday-option-activity%3A-apls-aa-celh
"APR 14, 2023",What's in the Offing for Alcoa (AA) This Earnings Season?,https://www.nasdaq.com/articles/whats-in-the-offing-for-alcoa-aa-this-earnings-season
"APR 13, 2023",AA June 2nd Options Begin Trading,https://www.nasdaq.com/articles/aa-june-2nd-options-begin-trading
"APR 11, 2023",Market Awaits Consumer Price Index Numbers,https://www.nasdaq.com/articles/market-awaits-consumer-price-index-numbers
"APR 11, 2023",Flat Markets Bespeak Importance of CPI Data,https://www.nasdaq.com/articles/flat-markets-bespeak-importance-of-cpi-data
"APR 6, 2023",Alcoa (AA) Stock Sinks As Market Gains: What You Should Know,https://www.nasdaq.com/articles/alcoa-aa-stock-sinks-as-market-gains%3A-what-you-should-know-4
"APR 6, 2023",Guru Fundamental Report for AA,https://www.nasdaq.com/articles/guru-fundamental-report-for-aa-0
"APR 6, 2023",May 26th Options Now Available For Alcoa (AA),https://www.nasdaq.com/articles/may-26th-options-now-available-for-alcoa-aa
"APR 6, 2023","Pre-Market Most Active for Apr 6, 2023 : AMC, TQQQ, SQQQ, TSLA, AI, QQQ, TSLL, IFRX, BBAI, AA, PLTR, LYG",https://www.nasdaq.com/articles/pre-market-most-active-for-apr-6-2023-%3A-amc-tqqq-sqqq-tsla-ai-qqq-tsll-ifrx-bbai-aa-pltr
"APR 4, 2023",Unusual Put Option Trade in Alcoa (AA) Worth $421.36K,https://www.nasdaq.com/articles/unusual-put-option-trade-in-alcoa-aa-worth-%24421.36k
"MAR 31, 2023",Alcoa (AA) Outpaces Stock Market Gains: What You Should Know,https://www.nasdaq.com/articles/alcoa-aa-outpaces-stock-market-gains%3A-what-you-should-know-5
"MAR 30, 2023",AA May 12th Options Begin Trading,https://www.nasdaq.com/articles/aa-may-12th-options-begin-trading
"MAR 24, 2023",Alcoa (AA) Stock Sinks As Market Gains: What You Should Know,https://www.nasdaq.com/articles/alcoa-aa-stock-sinks-as-market-gains%3A-what-you-should-know-3
"MAR 23, 2023",May 5th Options Now Available For Alcoa (AA),https://www.nasdaq.com/articles/may-5th-options-now-available-for-alcoa-aa
"MAR 21, 2023",Guru Fundamental Report for AA,https://www.nasdaq.com/articles/guru-fundamental-report-for-aa
"MAR 20, 2023","Noteworthy ETF Outflows: MDYV, RGA, LEA, AA",https://www.nasdaq.com/articles/noteworthy-etf-outflows%3A-mdyv-rga-lea-aa
"MAR 20, 2023","Pre-Market Most Active for Mar 20, 2023 : FRC, TQQQ, PACW, NYCB, UBS, SQQQ, PDD, AA, VTRS, GM, TSLA, BAC",https://www.nasdaq.com/articles/pre-market-most-active-for-mar-20-2023-%3A-frc-tqqq-pacw-nycb-ubs-sqqq-pdd-aa-vtrs-gm-tsla
"MAR 16, 2023","METALS-London copper rebounds as Credit Suisse gets lifeline, China demand",https://www.nasdaq.com/articles/metals-london-copper-rebounds-as-credit-suisse-gets-lifeline-china-demand
"MAR 15, 2023",Shares of AA Now Oversold,https://www.nasdaq.com/articles/shares-of-aa-now-oversold
"MAR 14, 2023",Alcoa Australia to cut Portland aluminium smelter output to 75% capacity,https://www.nasdaq.com/articles/alcoa-australia-to-cut-portland-aluminium-smelter-output-to-75-capacity
"MAR 14, 2023",Alcoa's Australia unit to cut output at Portland aluminium smelter,https://www.nasdaq.com/articles/alcoas-australia-unit-to-cut-output-at-portland-aluminium-smelter
"MAR 14, 2023",Alcoa (AA) Stock Sinks As Market Gains: What You Should Know,https://www.nasdaq.com/articles/alcoa-aa-stock-sinks-as-market-gains%3A-what-you-should-know-2
"MAR 14, 2023",New Strong Sell Stocks for March 14th,https://www.nasdaq.com/articles/new-strong-sell-stocks-for-march-14th-0
"MAR 10, 2023",New Strong Sell Stocks for March 10th,https://www.nasdaq.com/articles/new-strong-sell-stocks-for-march-10th-0
"MAR 9, 2023","Notable Thursday Option Activity: PACW, ICUI, AA",https://www.nasdaq.com/articles/notable-thursday-option-activity%3A-pacw-icui-aa
"MAR 8, 2023",Alcoa (AA) Outpaces Stock Market Gains: What You Should Know,https://www.nasdaq.com/articles/alcoa-aa-outpaces-stock-market-gains%3A-what-you-should-know-4
"MAR 7, 2023",Validea Guru Fundamental Report for AA - 3/7/2023,https://www.nasdaq.com/articles/validea-guru-fundamental-report-for-aa-3-7-2023
"MAR 7, 2023",AA June 2024 Options Begin Trading,https://www.nasdaq.com/articles/aa-june-2024-options-begin-trading
